S.No,Name,Year of Birth,Age,Gender,Address,Phone Number,Email,Number of Kids,Accomodation (Rent/Own),Anual Income,Sppeding tickets per year
22159,Bobby Allison,1968,53,Male,8457/ COTTAGE GROVE/ Hartford/ Windsor Locks/ CT/ 6096,(203)979-6769,bobby.allison1210@hotmail.com,0,Rent,31701.12,0
22160,Sergio Carpenter,1988,33,Male,8577/ N IH 35 NB TO BERRYWOOD/ Stephens/ Loco/ OK/ 73442,(539)343-2690,sergio.carpent860@aol.com,0,Own,60065.28,7
22161,Roy Dixon,1949,72,Male,980/ DANVILLE/ Hillsborough/ Tampa/ FL/ 33647,(850)506-6209,ro-di1949@wanadoo.fr,0,Rent,39417.840000000004,0
22162,Breanna Davenport,2009,12,Female,1492/ ACADEMY/ Maricopa/ Cashion/ AZ/ 85329,(480)308-0695,breanna.daven731@orange.fr,0,Rent,0.0,0
22163,Chase Byrd,1984,38,Male,5185/ BOXTREE/ Fairfax/ Alexandria/ VA/ 22307,(571)977-5065,chase.byrd0402@hotmail.co.uk,2,Own,64549.32,7
22164,Johnnie Walton,1938,83,Male,4581/ LEATHER/ Pierce/ Blackshear/ GA/ 31516,(770)382-0483,johnnie-wal01@yahoo.com,3,Own,47499.54,0
22165,Brielle Harrison,2021,0,Female,8807/ 26TH HALF/ Rapides/ Alexandria/ LA/ 71303,(318)893-5427,brielle_harrison@yahoo.fr,0,Rent,0.0,0
22166,Kenneth Valdez,2004,17,Male,159/ DOVEMEADOW/ Bell/ Temple/ TX/ 76501,(817)918-5221,kenneth_valde261104@gmail.com,0,Rent,27164.94,12
22167,Micheal Herrera,1960,62,Male,2882/ APPLEGATE/ Fayette/ Republic/ PA/ 15475,(814)734-5891,micheal.herrera2803@yahoo.fr,3,Own,82329.06,0
22168,Ian Pope,1971,50,Male,6157/ BRANSFORD/ Marshall/ Langford/ SD/ 57454,(605)744-2865,ian.pope25@yahoo.fr,0,Own,65539.98,2
22169,Trevor Watson,1987,35,Male,1910/ BROADE/ Greene/ Lafe/ AR/ 72436,(479)640-9268,trevor.wa1987@msn.com,1,Own,53860.62,0
22170,Brent Mcfadden,1973,48,Male,678/ GILLESPIE/ Jefferson/ Calcium/ NY/ 13616,(607)252-2771,brent_mcfa1973@aol.com,1,Rent,28364.16,1
22171,Ezekiel Briggs,2011,11,Male,3268/ CEDAR OAKS/ Indiana/ Josephine/ PA/ 15750,(484)707-6046,ezekiel_briggs1802@yahoo.com,0,Rent,0.0,0
22172,Vincent Branch,1955,66,Male,9659/ DANNY/ Harris/ Houston/ TX/ 77078,(325)943-2469,vinc.br1611@hotmail.com,3,Own,38531.46,0
22173,Melvin Brewer,1973,48,Male,2221/ CORBIN CREEK/ San Diego/ Coronado/ CA/ 92178,(510)291-7756,melvin.brewe1973@wanadoo.fr,2,Own,84883.92,0
22174,Bobbie Roberts,1941,80,Female,2769/ CEBERRY/ Christian/ Bruner/ MO/ 65620,(573)875-2310,bobbi.ro1941@hotmail.com,3,Own,1042.8,0
22175,Carrie Wilson,1953,68,Female,1939/ COLEMAN/ Sedgwick/ Peck/ KS/ 67120,(620)999-1503,carri.wi1806@aol.com,2,Own,54694.86,0
22176,Regina Moody,1983,38,Female,3592/ CURTIS/ Beaufort/ Daufuskie Island/ SC/ 29915,(843)650-5241,re.moody@hotmail.fr,0,Rent,10480.14,6
22177,Glenda Perez,1966,56,Female,3631/ CASCADERA/ Clay/ Manchester/ KY/ 40962,(859)281-4603,gl.p1966@aol.com,0,Own,71379.66,0
22178,Angela Hunter,1970,51,Female,9233/ KOLACHE/ Montgomery/ Spring/ TX/ 77380,(432)705-0819,angel.hun1970@wanadoo.fr,0,Own,938.52,3
22179,Dawn Schroeder,1973,48,Female,8691/ COMFORT/ District Of Columbia/ Washington/ DC/ 20435,(202)324-1132,dawn_s1973@orange.fr,2,Rent,6621.78,3
22180,Paula Reid,1954,68,Female,1346/ HALL/ Chattooga/ Menlo/ GA/ 30731,(678)947-7378,pa.r0902@orange.fr,1,Rent,1251.3600000000001,0
22181,Garrett Foley,1998,23,Male,4577/ ANDOVER/ Overton/ Hilham/ TN/ 38568,(615)244-6019,garre.fo3008@hotmail.fr,0,Rent,18249.0,5
22182,Kristin Wells,1985,37,Female,2158/ CROSS/ Guadalupe/ La Loma/ NM/ 87724,(957)876-8128,kri-wells460@hotmail.co.uk,0,Own,86917.38,0
22183,Annette Rowland,1960,61,Female,674/ DOWNS/ Adair/ Kirksville/ MO/ 63501,(557)301-3704,annette-ro1906@hotmail.co.uk,0,Own,24922.920000000002,0
22184,Charles Hendricks,1973,48,Male,6929/ GIBSON/ Caddo/ Shreveport/ LA/ 71162,(318)231-2189,charles.hendricks08@msn.com,0,Rent,47812.38,0
22185,Eric Franklin,1961,61,Male,4582/ DARRYL/ Prince Georges/ Fort Washington/ MD/ 20744,(443)650-1305,eric-fra328@hotmail.fr,0,Own,86865.24,0
22186,Mark Duffy,2012,10,Male,6765/ DRUSILLAS/ Seminole/ Bowlegs/ OK/ 74830,(539)925-8194,mark.d2012@msn.com,0,Rent,0.0,0
22187,Rodney Greer,1989,33,Male,5331/ CROWN RIDGE/ Osceola/ Melvin/ IA/ 51350,(319)280-0658,rgre1702@yahoo.fr,1,Rent,4431.9,4
22188,Carlos Pitts,1959,63,Male,4435/ BIRCHINGTON/ Parke/ Bloomingdale/ IN/ 47832,(219)454-7117,carlo.pitt110259@msn.com,0,Own,23358.72,0
22189,Antonio Leach,1981,41,Male,2518/ FOUNDERS/ Butler/ Kesley/ IA/ 50649,(563)865-2234,antonio.leach965@aol.com,1,Rent,35038.08,0
22190,Landon Lynn,2014,7,Male,6551/ VILLAGE/ Osage/ Lyndon/ KS/ 66451,(620)256-9495,l_lynn2107@wanadoo.fr,0,Rent,0.0,0
22191,Graham Allison,2017,5,Male,9948/ N 35 NB TO THREE POINTS/ Taylor/ Abilene/ TX/ 79697,(817)784-5651,graham-all@aol.com,0,Rent,0.0,0
22192,Xavier Sanchez,2013,8,Male,3518/ DEMONA/ Dawes/ Chadron/ NE/ 69337,(402)816-6590,xavier_s1605@hotmail.com,0,Rent,0.0,0
22193,Breanna Jensen,1995,27,Female,5137/ DEBBA/ Travis/ Austin/ TX/ 78732,(956)984-9518,brea-jensen@hotmail.co.uk,1,Own,74977.32,1
22194,Jose Frank,1983,38,Male,8730/ BRYONHALL/ Montgomery/ Clarksville/ TN/ 37040,(865)618-0512,jose_frank171283@msn.com,0,Own,61108.08,0
22195,Marlene Rowe,1953,68,Female,6335/ MARY/ Ramsey/ Lawton/ ND/ 58345,(701)850-9408,marlene-row2406@msn.com,0,Own,50054.4,0
22196,Jennifer Hansen,2003,18,Female,9223/ DEBBA/ Nassau/ Glen Cove/ NY/ 11542,(845)437-8649,jenniferhansen414@hotmail.fr,0,Rent,37175.82,15
22197,Kathy Cote,1969,52,Female,6153/ DURHAM/ Plymouth/ Marion/ MA/ 2738,(978)709-6971,ka-cote@yahoo.com,1,Rent,29354.82,0
22198,Marsha Hensley,1954,68,Female,3089/ DONLEY/ Lynchburg City/ Lynchburg/ VA/ 24503,(434)841-9023,mars.hensle@wanadoo.fr,0,Own,1877.04,0
22199,Dakota Hill,2005,16,Male,8450/ LABRADOR/ Hillsborough/ Sun City Center/ FL/ 33571,(689)912-2408,dak_hill15@orange.fr,0,Rent,17884.02,0
22200,Todd Rice,1962,60,Male,5336/ BILLIEM/ Thurston/ Olympia/ WA/ 98501,(253)522-7533,todd-rice1603@aol.com,0,Own,93226.32,0
22201,Hailey Oconnor,2015,7,Female,7360/ SOUTH/ Hampton/ Estill/ SC/ 29918,(864)986-9704,hailey-ocon19@wanadoo.fr,0,Rent,0.0,0
22202,Ronnie Shaw,1978,43,Male,6244/ CASITAS/ Montgomery/ Ashton/ MD/ 20861,(410)964-9562,ro.sha@yahoo.fr,0,Rent,47134.56,2
22203,Priscilla Simon,1943,78,Female,1699/ STARLING/ Middlesex/ Middlesex/ NJ/ 8846,(908)931-1302,priscilla-simon1708@aol.com,0,Own,37801.5,0
22204,Emily Moore,2016,5,Female,1629/ DOVEMEADOW/ Santa Fe/ Tesuque/ NM/ 87574,(575)613-4271,emily.m2016@yahoo.fr,0,Rent,0.0,0
22205,Phillip Hodge,1965,56,Male,3628/ HARVARD/ Baldwin/ Gulf Shores/ AL/ 36542,(334)411-6078,phillip-hodge01@yahoo.fr,0,Own,110484.66,0
22206,Wendell Tate,1942,80,Male,2515/ TORTOSA/ Greenville/ Greer/ SC/ 29651,(803)907-8410,wend.t1942@yahoo.fr,1,Rent,5735.4,0
22207,Franklin Cook,1964,58,Male,3729/ BIGELOW/ Ottawa/ Graytown/ OH/ 43432,(614)632-3098,frankl.co@orange.fr,2,Own,70493.28,1
22208,Jesus Landry,1989,32,Male,1723/ DIOR/ Summit/ Fairlawn/ OH/ 44334,(937)571-6509,j-lan437@gmail.com,2,Rent,12878.58,10
22209,Henry Russell,1989,32,Male,8272/ BILLIEM/ Falls/ Otto/ TX/ 76675,(254)882-3726,henr.ru@yahoo.com,2,Rent,47603.82,1
22210,Wesley Mcmillan,1995,26,Male,8137/ DORAS/ Montgomery/ Gaithersburg/ MD/ 20883,(410)254-8001,wesmcm@hotmail.com,3,Rent,1981.32,2
22211,Gene Knox,1949,72,Male,5810/ DONCASTER/ Berks/ Reading/ PA/ 19604,(272)947-2275,gene-knox1949@hotmail.com,0,Own,92027.1,0
22212,Jane Barr,1958,63,Female,6751/ GOLDEN EAGLE/ Gaston/ Lowell/ NC/ 28098,(743)722-0204,j_bar16@aol.com,0,Own,79096.38,0
22213,Denise Curtis,1970,52,Female,712/ CORRAL/ Lincoln/ Petersburg/ TN/ 37144,(901)248-8613,denicu@wanadoo.fr,0,Own,87803.76,0
22214,Molly Giles,1978,43,Female,8106/ BRAES VALLEY/ Lake/ Lower Lake/ CA/ 95457,(209)947-5885,molly.gi@hotmail.co.uk,0,Rent,13921.380000000001,0
22215,Jasmin Kirkland,1993,28,Female,6650/ N IH 35 NB TO AIRPORT/ Colusa/ Maxwell/ CA/ 95955,(916)555-5882,jasmi.kirkland2008@aol.com,0,Own,62724.42,0
22216,Emerson Nicholson,2020,1,Female,9923/ ANGELINA/ Santa Clara/ San Jose/ CA/ 95113,(369)208-0782,e.nicholson@msn.com,0,Own,0.0,0
22217,Colton Strickland,2020,2,Male,4490/ 20TH/ Wilkin/ Breckenridge/ MN/ 56520,(763)984-9811,colton.stric2904@hotmail.com,0,Rent,0.0,0
22218,Ellie Nolan,2003,18,Female,7026/ 9TH/ Jefferson/ Hamer/ ID/ 83425,(208)809-7862,ell.nolan364@wanadoo.fr,0,Rent,10063.02,0
22219,Jorge Weeks,1988,33,Male,2680/ 29TH/ Marion/ Saint Paul/ OR/ 97137,(971)266-6522,jorg.wee1988@yahoo.com,1,Own,61942.32,5
22220,Meagan Madden,1999,22,Female,9870/ KOLACHE/ Richmond/ Staten Island/ NY/ 10303,(315)986-3904,meaga.madden@hotmail.fr,3,Rent,42806.94,0
22221,Jesse Dean,1968,53,Male,9403/ DOUBLE EAGLE/ Sevier/ Sevierville/ TN/ 37876,(931)367-7331,jess.de1968@yahoo.com,0,Rent,2294.16,0
22222,Tony Weber,1967,55,Male,3412/ 10TH HALF/ Jasper/ Hidalgo/ IL/ 62432,(331)677-3456,tony_we633@hotmail.fr,0,Own,79774.2,1
22223,Beverly Savage,1966,55,Female,6612/ EAGLE KNOLL/ Crittenden/ West Memphis/ AR/ 72301,(479)532-2810,beverly.sa2012@hotmail.com,0,Own,71640.36,1
22224,Kenneth Franklin,1981,40,Male,5354/ CLEARVIEW/ / Apo/ AE/ 9142,(860)292-8396,k.franklin1210@wanadoo.fr,0,Own,111214.62,0
22225,Josephine Dean,1944,77,Female,3773/ BRENHAM/ Sacramento/ Citrus Heights/ CA/ 95610,(209)638-1118,josephine-dean1944@wanadoo.fr,3,Rent,41086.32,0
22226,Jillian Baxter,1988,33,Female,543/ CEDAR PARK/ Vanderburgh/ Evansville/ IN/ 47734,(260)932-1600,jillian-baxter1988@yahoo.fr,0,Rent,44579.7,3
22227,Yolanda Mcgowan,1979,43,Female,8872/ CASTLETON/ Jefferson/ Louisville/ KY/ 40258,(606)544-5157,yola_mcgowan@hotmail.co.uk,1,Rent,34620.96,0
22228,Andrew Kline,2008,13,Male,9095/ MARY/ Hawaii/ Pepeekeo/ HI/ 96783,(808)952-2113,andre-kli624@hotmail.com,0,Rent,0.0,0
22229,Riley Hahn,1995,27,Male,2003/ GLENDALE/ Polk/ East Grand Forks/ MN/ 56721,(612)514-6071,riley-hah340@yahoo.com,0,Rent,26434.98,1
22230,Jennifer Rhodes,1989,33,Female,1222/ ANNIE/ Allegheny/ Pittsburgh/ PA/ 15240,(814)235-1009,jennifer_rhodes1902@hotmail.co.uk,1,Rent,7768.86,4
22231,Brad Barry,1984,37,Male,1564/ CARSONHILL/ Hancock/ Ellsworth/ ME/ 4605,(207)887-9756,bra.barr06@hotmail.fr,1,Own,66009.24,0
22232,Harold Hale,1950,71,Male,3463/ CEDARVIEW/ Philadelphia/ Philadelphia/ PA/ 19144,(814)472-0022,harold.hal@yahoo.com,1,Rent,28677.0,0
22233,Jay Wagner,1965,56,Male,177/ PEACE PIPE/ Saint Lucie/ Fort Pierce/ FL/ 34954,(863)280-9737,ja.wag@hotmail.com,2,Own,113456.64,1
22234,Hazel Blair,1928,94,Female,4605/ ACADEMY/ Gilpin/ Black Hawk/ CO/ 80422,(719)836-9125,hazel-blair1928@orange.fr,2,Own,53339.22,0
22235,Chris Oliver,1978,43,Male,5591/ DOVER HILL/ Wayne/ Lowndes/ MO/ 63951,(557)810-5553,chri.ol03@aol.com,3,Own,75133.74,0
22236,Lowell Dorsey,1929,93,Male,627/ BRANSFORD/ Muscogee/ Upatoi/ GA/ 31829,(762)209-0899,lowell.dor25@hotmail.com,0,Own,56780.46,0
22237,Richard Jennings,1985,37,Male,8394/ COLUMBIA/ Cuyahoga/ Cleveland/ OH/ 44191,(419)443-7149,richardjennings1985@hotmail.co.uk,2,Own,59596.020000000004,6
22238,Ronnie Mcintosh,1961,60,Male,5385/ BRYONY/ Saginaw/ Saginaw/ MI/ 48603,(679)648-2456,r.mcintosh1961@hotmail.com,0,Own,77062.92,0
22239,Dakota Hewitt,1994,27,Male,9596/ DALLAS/ Shelby/ Waddy/ KY/ 40076,(270)423-2363,dak.hewitt803@hotmail.fr,0,Own,37384.38,6
22240,Samuel Cooke,1986,35,Male,6555/ BLUEJACK/ Arkansas/ Stuttgart/ AR/ 72160,(479)835-6760,sa-cooke16@msn.com,0,Own,86291.7,0
22241,Hector Gallegos,1979,43,Male,3016/ DORAS/ New York/ New York/ NY/ 10165,(646)278-5335,he-gallegos17@hotmail.fr,2,Rent,43849.74,1
22242,Brent Pena,1986,35,Male,3952/ N IH 35 SB TO 12TH/ Knott/ Carrie/ KY/ 41725,(502)357-3360,brent.pe031086@hotmail.fr,3,Rent,9280.92,0
22243,Phillip Brown,1984,37,Male,530/ AMBER/ Stark/ Alliance/ OH/ 44601,(567)746-2501,phillip_brown2012@yahoo.com,0,Own,65957.1,4
22244,Miranda Bright,1995,27,Female,4355/ CEDARCLIFFE/ Otsego/ Hartwick/ NY/ 13348,(585)877-6078,miranda.bright27@yahoo.fr,0,Own,58083.96,22
22245,Dana Ramos,1986,35,Female,7273/ DUCHESS/ New Haven/ Waterbury/ CT/ 6723,(860)281-6087,dana_ramos1986@orange.fr,1,Rent,39209.28,0
22246,Daniela Brewer,2007,15,Female,4574/ CEDARVIEW/ Boyd/ Naper/ NE/ 68755,(308)511-5466,daniela.br@hotmail.co.uk,0,Rent,0.0,0
22247,Kimberly Williamson,1950,71,Female,7573/ DUNKELD/ Schuyler/ Glenwood/ MO/ 63541,(417)282-2273,k.williamson798@yahoo.com,3,Own,34412.4,0
22248,Bryce Lynn,1999,22,Male,4723/ 55TH HALF/ Caddo/ Shreveport/ LA/ 71106,(318)653-2686,brylynn@aol.com,0,Rent,18718.26,0
22249,Santiago Hanson,2018,3,Male,2382/ OAK/ Umatilla/ Stanfield/ OR/ 97875,(971)394-5184,santiago-hanson13@orange.fr,0,Own,0.0,0
22250,Annette Beasley,1949,72,Female,8505/ BUCKNELL/ Riverside/ Riverside/ CA/ 92504,(951)367-8552,annette.bea120749@msn.com,0,Rent,34568.82,0
22251,Janet Beck,1917,104,Female,6102/ 28TH/ Berkshire/ Pittsfield/ MA/ 1202,(413)936-5224,ja-b@orange.fr,0,Own,67938.42,0
22252,Leah Bernard,1974,48,Female,973/ BLUEJACK/ Dallas/ Dallas/ TX/ 75201,(832)336-6114,lea-berna@msn.com,0,Own,66113.52,5
22253,Alexandra Wallace,2007,15,Female,3953/ NOTON/ District Of Columbia/ Washington/ DC/ 20541,(202)766-7266,ale_wall@yahoo.fr,0,Rent,0.0,0
22254,Josiah Carroll,2007,15,Male,120/ PETES/ Graves/ Melber/ KY/ 42069,(859)366-9346,j-ca2007@yahoo.com,0,Own,0.0,0
22255,Jordan Norman,1991,30,Female,368/ DEERFOOT/ Screven/ Sylvania/ GA/ 30467,(762)404-8538,jordannorman@yahoo.com,0,Rent,2919.84,18
22256,Stacy Cameron,1989,32,Female,1751/ BRYONWOOD/ Hidalgo/ Los Ebanos/ TX/ 78565,(325)432-7701,stac.ca1989@msn.com,1,Rent,11522.94,6
22257,Jade Haney,2018,3,Female,6823/ GRADY/ Luzerne/ Wilkes Barre/ PA/ 18711,(610)642-7437,jade-haney21@yahoo.fr,0,Rent,0.0,0
22258,Johnathan Pollard,1995,27,Male,4233/ N IH 35 SB TO PARMER/ Miami-Dade/ Homestead/ FL/ 33033,(754)950-2249,johnathan.pollard1995@yahoo.com,2,Rent,18301.14,3
22259,Hayden Sullivan,2015,6,Male,9265/ DOVEWOOD/ Winnebago/ Winnebago/ WI/ 54985,(920)945-4295,hayden_sull@msn.com,0,Rent,0.0,0
22260,Jamie Fuller,1996,26,Female,7906/ BRIARWOOD/ Northumberland/ Watsontown/ PA/ 17777,(814)296-2961,jami-fuller@yahoo.fr,0,Own,60534.54,0
22261,Leonardo Mcdowell,2017,5,Male,7178/ DEUPREE/ Gooding/ Hagerman/ ID/ 83332,(208)439-9089,leonardomcd040217@hotmail.fr,0,Rent,0.0,0
22262,Jonathon Buck,1981,40,Male,9560/ DOT/ Dane/ Madison/ WI/ 53717,(262)422-0172,jonathonb2706@hotmail.co.uk,1,Own,14129.94,6
22263,Jamie Barber,1995,26,Female,2921/ CORRAL/ Weakley/ Dresden/ TN/ 38225,(629)513-6475,j.bar09@hotmail.fr,4,Rent,15172.74,20
22264,Yvette Jackson,1965,56,Female,1461/ PONTEVEDRA/ Pennington/ Quinn/ SD/ 57775,(605)579-2270,yvette_ja574@yahoo.fr,0,Own,73048.14,2
22265,Dennis Blevins,1984,37,Male,4648/ BRUSHY BEND/ Miller/ Genoa/ AR/ 71840,(870)937-2877,dennis_blevin@hotmail.co.uk,0,Rent,1616.34,6
22266,Bradley Waters,2016,6,Male,2629/ CYNTHIA/ Dodge/ Hustisford/ WI/ 53034,(920)837-4005,bradl.waters@yahoo.com,0,Rent,0.0,0
22267,Mario Spence,1991,30,Male,8867/ CLEARVIEW/ Fayette/ Smock/ PA/ 15480,(215)722-6939,mar.spence1991@aol.com,0,Own,73882.38,8
22268,Grayson Foreman,2019,2,Male,889/ CONTINENTAL/ Dallas/ Dallas/ TX/ 75264,(830)774-5240,grays.forem2109@hotmail.com,0,Rent,0.0,0
22269,Nichole Pena,1982,40,Female,3233/ PONTEVEDRA/ Suffolk/ Upton/ NY/ 11973,(716)533-9806,nichole.p27@aol.com,0,Own,64966.44,0
22270,Jamie Spears,1979,43,Male,3330/ PETROVE/ Snohomish/ Stanwood/ WA/ 98292,(509)784-3084,jami-spe@yahoo.fr,1,Own,78679.26,0
22271,Meagan Wise,1985,37,Female,4211/ EDGERTON/ San Juan/ Flora Vista/ NM/ 87415,(957)281-9376,meag.wise1204@orange.fr,2,Own,66999.9,0
22272,Dean Trevino,1961,61,Male,4254/ DANSWORTH/ Bedford/ Buffalo Mills/ PA/ 15534,(878)373-1695,d-trevi23@hotmail.co.uk,0,Own,89055.12,0
22273,Anna Warner,2015,6,Female,8906/ DAISY/ Kent/ Ada/ MI/ 49357,(517)292-6392,an.warner2015@orange.fr,0,Rent,0.0,0
22274,Adrienne Dean,1975,46,Female,5569/ BROOKFIELD/ Madison/ Clockville/ NY/ 13043,(929)273-8571,adrienne_d02@yahoo.fr,0,Own,79722.06,5
22275,Alexis Ferguson,2007,15,Male,1752/ N IH 35 LD SB TO MLK/ Geary/ Fort Riley/ KS/ 66442,(620)755-3229,alexis_ferguson230407@orange.fr,0,Rent,0.0,13
22276,Scott Ramirez,1977,45,Male,5336/ COMMERCE/ Union/ Imbler/ OR/ 97841,(971)773-7516,sc.ramirez@msn.com,1,Rent,43797.6,0
22277,Melanie Perkins,1994,27,Female,686/ GARNETT/ Sacramento/ Sacramento/ CA/ 95828,(818)741-2175,melap1994@yahoo.fr,0,Own,64392.9,0
22278,Donald Schroeder,1964,57,Male,3982/ CATALONIA/ Tulare/ Visalia/ CA/ 93277,(650)312-5356,dona.schroed@yahoo.fr,0,Own,105687.78,0
22279,Brett Langley,1969,53,Male,2464/ OLTORF/ Grafton/ Orford/ NH/ 3777,(603)802-3070,brett.la040369@hotmail.fr,3,Own,97814.64,0
22280,Maria Wilson,1966,55,Female,9530/ GRANDVIEW/ Bucks/ Milford Square/ PA/ 18935,(610)861-8506,maria.wils@wanadoo.fr,1,Own,23254.44,2
22281,Shane Herrera,1960,61,Male,3928/ PLEASANT RUN/ Sacramento/ Sacramento/ CA/ 94204,(619)557-1739,shane.herrera1960@orange.fr,0,Own,103967.16,0
22282,Natalie Stafford,1984,37,Female,2534/ BIGGS/ Phillips/ Holyoke/ CO/ 80734,(720)483-2417,natalie-staff519@msn.com,0,Rent,5109.72,0
22283,Benjamin Paul,1974,47,Male,4949/ TEDFORD/ Washington/ Ashley/ IL/ 62808,(708)649-9176,benjamin-paul1706@hotmail.com,2,Own,53547.78,0
22284,Daryl Rich,1969,53,Male,1655/ PIONEER/ Beaver/ Georgetown/ PA/ 15043,(484)833-6675,da.rich24@hotmail.fr,0,Rent,25287.9,1
22285,Andrew West,1988,33,Male,7605/ GEORGETOWN/ Mclennan/ Waco/ TX/ 76703,(972)515-1401,and-west0605@yahoo.fr,3,Rent,52.14,10
22286,Holly Donaldson,1982,40,Female,6125/ CENTRE PARK/ Franklin/ Scotland/ PA/ 17254,(267)738-6066,holly-donaldson@msn.com,0,Own,79669.92,2
22287,Kristin Jimenez,1981,40,Female,8078/ BETTERMAN/ Pinellas/ Tarpon Springs/ FL/ 34688,(727)451-0991,kristin_jimene1981@msn.com,0,Rent,28468.44,4
22288,Jayla Goff,2004,17,Female,9064/ DALEVIEW/ Maui/ Kualapuu/ HI/ 96757,(808)655-3131,jayla.goff2004@yahoo.fr,0,Rent,24088.68,11
22289,Sheila Howard,1965,56,Female,9199/ DUGAN/ Roosevelt/ Elida/ NM/ 88116,(957)868-0136,shei-howard1810@gmail.com,1,Own,16528.38,0
22290,Lindsey Colon,1990,31,Female,1544/ N FM 620 SB TO PARMER/ Los Angeles/ Los Angeles/ CA/ 90004,(415)891-3078,lindseycolon@orange.fr,0,Rent,29771.94,0
22291,Caden Barton,2010,11,Male,4786/ N CAP TX SB TO 2222/ District Of Columbia/ Washington/ DC/ 20433,(202)218-5817,caden_b@hotmail.co.uk,0,Rent,0.0,0
22292,Jennifer Bradley,1980,42,Female,8284/ HUME/ Emery/ Huntington/ UT/ 84528,(385)824-6640,j.br27@aol.com,0,Own,50158.68,4
22293,Sara Harris,2014,8,Female,9683/ DESERT WILLOW/ Hamilton/ Cincinnati/ OH/ 45217,(419)892-8455,sara_harris10@wanadoo.fr,0,Rent,0.0,0
22294,Bryson Wiggins,2018,3,Male,5268/ COLLINGWOOD/ Brown/ Springfield/ MN/ 56087,(952)526-9741,bryson-w2909@hotmail.fr,0,Rent,0.0,0
22295,Brooke Brady,1991,31,Female,426/ POKEALONG/ Wilkinson/ Gordon/ GA/ 31031,(770)998-8264,brooke-brady0104@gmail.com,0,Rent,4484.04,0
22296,Albert Rutledge,1965,57,Male,6458/ DUNKELD/ Riverside/ March Air Force Base/ CA/ 92518,(369)627-3890,albert-rutle@aol.com,0,Rent,33943.14,0
22297,Gene Munoz,1964,57,Male,8614/ EARL/ Humboldt/ Hoopa/ CA/ 95546,(510)558-9039,gene-m2106@hotmail.com,0,Rent,41920.56,0
22298,Jared Moran,1994,28,Male,6610/ N IH 35 NB TO E 290 EB/ Caldwell/ Columbia/ LA/ 71418,(318)924-2743,jar_mo26@yahoo.fr,0,Own,66687.06,2
22299,Maverick Vinson,2014,8,Male,4715/ ASHEVILLE/ Washington/ Saunderstown/ RI/ 2874,(401)487-4356,maveric_vins07@hotmail.com,0,Rent,0.0,0
22300,Anthony Little,1975,47,Male,2807/ 10TH/ Dunklin/ Hornersville/ MO/ 63855,(660)989-1127,anthony.li1975@yahoo.com,0,Rent,5161.86,0
22301,Greg May,1953,68,Male,1693/ COTTAGE GROVE/ Du Page/ Carol Stream/ IL/ 60125,(464)611-2137,gre.ma1953@hotmail.co.uk,3,Own,18196.86,0
22302,Alice Sykes,2011,11,Female,2047/ DOCTOR SCOTT/ Somerset/ Somerset/ PA/ 15501,(724)480-4639,alice-s27@yahoo.fr,0,Own,0.0,0
22303,Jean Maynard,1960,62,Female,2883/ COPPER MOUNT/ Bexar/ San Antonio/ TX/ 78230,(979)436-9723,je-ma26@hotmail.fr,0,Rent,260.7,0
22304,Gael Mann,2014,7,Male,4651/ CEDAR CREST/ Trempealeau/ Dodge/ WI/ 54625,(414)493-1273,gael.mann@yahoo.fr,0,Rent,0.0,0
22305,Derek Stuart,1984,37,Male,603/ EASY/ Hampden/ Feeding Hills/ MA/ 1030,(339)868-6428,derek_stuart080584@hotmail.fr,2,Own,50106.54,6
22306,Reagan Mendez,2020,1,Female,6509/ BENDER/ Berkshire/ Lenox Dale/ MA/ 1242,(617)826-5859,rea.mendez@hotmail.co.uk,0,Rent,0.0,0
22307,Evelyn Munoz,1952,70,Female,5411/ 31ST/ Accomack/ Pungoteague/ VA/ 23422,(276)829-1287,evelyn.mun@gmail.com,1,Own,44840.4,0
22308,Rose Combs,2021,0,Female,7346/ COLLINS CREEK/ / Apo/ AE/ 9710,(781)688-8971,ro_combs2021@hotmail.com,0,Rent,0.0,0
22309,Summer Berry,1999,22,Female,659/ DODGE CATTLE/ Taylor/ Abilene/ TX/ 79604,(979)788-6427,su.ber1999@yahoo.com,0,Rent,35820.18,1
22310,Audrey Estrada,2001,20,Female,2104/ DARNELL/ Racine/ Union Grove/ WI/ 53182,(715)551-9618,aud.est2001@gmail.com,0,Rent,41034.18,2
22311,Darlene Park,1961,60,Female,1574/ BERRYWOOD/ District Of Columbia/ Washington/ DC/ 20056,(202)677-9404,dar.park1012@hotmail.com,0,Own,58136.1,1
22312,Brianna Farmer,2000,21,Female,5402/ CENTRAL/ Grant/ Cassville/ WI/ 53806,(715)228-7650,br.f@aol.com,0,Rent,37384.38,13
22313,Corey Hampton,1971,51,Male,6070/ DOBUSH/ San Juan/ Flora Vista/ NM/ 87415,(957)201-4583,c.hampton22@gmail.com,2,Own,65122.86,0
22314,Sarah Terrell,1958,63,Female,3422/ PILGRIMS/ Oceana/ Pentwater/ MI/ 49449,(989)258-9511,sarah.terr1958@yahoo.com,0,Own,14182.08,0
22315,Glenda Giles,1966,56,Female,5109/ CENTER RIDGE/ Iron/ Kanarraville/ UT/ 84742,(801)854-6614,gle-giles1966@orange.fr,1,Own,42233.4,0
